login_hour,files_accessed,usb_usage,login_location,emails_sent,is_threat
12,92,0,India,1,0
0,450,1,India,81,1
13,55,0,India,19,0
12,83,0,India,5,0
8,274,1,USA,34,1
17,99,0,India,5,0
12,450,0,India,85,1
16,30,1,India,14,0
14,54,0,India,19,0
1,426,1,USA,25,1
12,108,0,India,10,0
10,317,1,USA,58,1
11,49,0,India,18,0
10,46,0,Germany,7,0
12,6,0,Germany,18,0
13,97,0,India,10,0
16,68,0,India,14,0
15,10,0,India,17,0
20,40,0,Germany,10,0
20,103,1,India,10,0
16,101,1,USA,61,1
9,96,0,Germany,12,0
10,106,0,India,1,0
15,49,0,Germany,11,0
20,235,1,Unknown,29,1
20,105,0,Germany,3,0
15,17,0,India,3,0
12,113,0,India,5,0
15,18,0,India,17,0
17,37,0,India,3,0
13,48,0,India,9,0
2,102,1,Russia,94,1
9,113,0,India,17,0
9,92,0,India,18,0
16,11,0,Germany,3,0
3,265,1,Unknown,42,1
23,398,1,USA,95,1
9,26,0,India,16,0
11,81,0,India,17,0
17,88,0,India,17,0
6,471,0,Russia,24,1
13,64,0,India,16,0
9,67,0,India,15,0
20,92,0,India,18,0
11,51,0,Germany,2,0
13,10,0,India,5,0
12,266,0,India,35,1
13,37,0,India,15,0
10,67,0,India,17,0
11,89,1,Germany,15,0
13,89,0,India,19,0
17,412,1,USA,43,1
17,101,0,India,1,0
15,98,1,Germany,17,0
15,73,0,Germany,10,0
11,77,0,Germany,1,0
15,72,0,India,1,0
10,32,0,India,15,0
16,64,0,Germany,6,0
11,90,0,India,18,0
17,22,0,India,16,0
20,18,0,India,14,0
13,90,0,India,5,0
17,45,1,India,18,0
13,32,0,India,10,0
16,91,0,India,8,0
11,53,0,Germany,12,0
21,283,1,Russia,28,1
17,412,1,India,91,1
15,97,0,India,3,0
17,60,0,Germany,9,0
16,46,0,India,7,0
16,89,0,Germany,17,0
16,52,0,India,17,0
17,15,0,India,7,0
13,21,0,India,16,0
10,93,0,India,7,0
8,205,1,Unknown,60,1
12,115,0,India,11,0
15,56,1,India,8,0
12,28,0,India,13,0
12,42,0,India,14,0
10,6,0,India,18,0
10,44,0,India,3,0
12,18,0,India,4,0
20,51,0,India,11,0
0,329,1,China,88,1
11,84,1,China,76,1
16,87,0,India,17,0
17,65,0,India,4,0
12,46,0,India,11,0
14,39,0,Germany,8,0
16,76,1,India,15,0
11,268,0,USA,78,1
20,39,0,India,5,0
7,407,1,Unknown,63,1
12,32,0,India,8,0
17,46,0,India,16,0
16,22,1,Germany,6,0
12,34,0,Germany,7,0
14,59,0,India,15,0
15,85,1,India,8,0
22,58,1,Russia,69,1
23,136,1,India,90,1
13,91,0,India,15,0
16,29,0,India,18,0
9,119,0,Germany,15,0
17,92,0,Germany,11,0
4,168,0,India,62,1
17,95,0,India,19,0
16,50,0,India,1,0
0,438,0,USA,46,1
16,78,0,Germany,16,0
15,20,0,Germany,9,0
16,27,0,India,14,0
13,22,0,India,12,0
13,213,1,China,98,1
9,115,0,India,17,0
15,110,0,India,10,0
13,34,0,India,17,0
17,6,0,Germany,16,0
12,101,0,India,2,0
15,51,0,India,17,0
17,47,0,India,19,0
15,66,0,India,14,0
20,22,0,Germany,16,0
20,103,0,India,13,0
16,101,0,India,7,0
9,92,1,India,9,0
16,12,0,Germany,9,0
12,33,0,India,12,0
16,23,0,India,19,0
14,307,1,Unknown,68,1
20,116,0,Germany,1,0
13,116,0,Germany,17,0
14,64,0,India,12,0
12,11,1,Germany,9,0
9,85,0,Germany,6,0
10,86,0,India,10,0
17,97,0,India,13,0
23,302,1,USA,21,1
9,47,0,Germany,5,0
15,256,1,Russia,63,1
13,30,0,India,3,0
9,60,0,India,17,0
17,59,0,India,16,0
14,55,0,India,4,0
20,84,0,India,15,0
13,81,0,Germany,13,0
17,51,0,India,8,0
3,442,1,USA,41,1
17,62,0,Germany,5,0
15,48,0,India,2,0
13,43,0,India,7,0
14,97,0,India,16,0
15,39,0,India,5,0
12,84,0,India,17,0
13,74,1,India,15,0
15,13,1,India,10,0
17,44,0,India,6,0
15,53,0,India,18,0
15,90,0,Germany,9,0
14,62,0,India,16,0
17,89,0,India,9,0
17,81,0,India,5,0
11,52,0,Germany,12,0
13,26,0,India,16,0
12,115,0,India,8,0
20,25,1,India,9,0
9,117,0,India,8,0
16,488,0,Russia,55,1
15,43,0,Germany,9,0
9,40,0,India,6,0
10,15,0,India,18,0
17,90,0,India,12,0
16,345,1,Unknown,76,1
10,408,1,USA,87,1
9,71,0,Germany,4,0
11,66,1,India,11,0
17,70,0,India,9,0
20,42,0,India,7,0
15,109,0,India,6,0
15,83,0,India,7,0
13,51,0,India,5,0
17,5,0,India,16,0
20,111,0,Germany,18,0
10,74,1,India,12,0
9,52,0,India,11,0
16,96,0,India,9,0
11,97,1,India,18,0
14,486,1,India,44,1
20,24,0,Germany,11,0
20,57,0,India,1,0
12,60,0,India,13,0
16,45,0,Germany,7,0
12,16,1,India,12,0
11,17,0,India,10,0
17,57,0,India,4,0
12,78,0,India,7,0
23,201,1,India,50,1
13,9,1,Germany,2,0
16,110,0,India,3,0
10,80,0,India,9,0
17,107,0,Germany,7,0
11,85,0,India,1,0
13,68,0,India,6,0
9,51,0,India,7,0
12,97,1,Germany,10,0
11,115,0,India,15,0
9,44,0,Germany,8,0
10,93,0,India,10,0
11,27,0,India,11,0
14,25,0,Germany,9,0
11,19,0,India,19,0
14,73,1,India,2,0
13,92,0,India,11,0
5,479,1,India,63,1
20,21,0,India,3,0
14,79,0,India,14,0
14,112,0,India,9,0
9,59,0,India,3,0
16,359,0,India,61,1
12,15,1,India,7,0
20,102,0,India,19,0
17,119,0,India,14,0
16,72,0,India,13,0
13,5,1,India,5,0
10,109,0,Germany,4,0
15,6,0,India,3,0
14,58,0,India,11,0
14,73,0,Germany,10,0
16,29,0,India,13,0
15,109,0,India,14,0
16,43,0,India,3,0
9,7,0,India,5,0
16,37,0,India,19,0
15,53,0,India,16,0
9,101,0,India,8,0
17,108,1,Germany,17,0
10,19,0,India,8,0
15,32,0,India,15,0
12,63,0,India,4,0
11,50,0,India,3,0
11,18,0,India,17,0
9,16,0,India,13,0
19,384,0,China,77,1
20,61,0,India,4,0
15,29,0,India,15,0
11,36,1,Germany,8,0
20,32,0,Germany,2,0
20,53,0,India,4,0
13,39,0,India,19,0
12,54,0,India,14,0
10,17,0,India,16,0
12,91,0,India,9,0
9,38,0,Germany,14,0
9,449,1,Unknown,91,1
16,40,0,India,7,0
14,20,0,Germany,4,0
11,52,0,Germany,6,0
20,50,0,India,13,0
13,14,0,India,11,0
16,77,0,Germany,8,0
15,59,0,India,11,0
12,34,0,India,13,0
17,38,0,Germany,10,0
13,84,0,India,18,0
20,81,0,India,10,0
12,17,0,India,9,0
14,51,0,India,3,0
10,48,0,India,8,0
9,78,0,India,15,0
20,36,0,Germany,6,0
12,6,0,India,5,0
12,75,0,Germany,7,0
16,50,0,India,5,0
10,36,0,Germany,15,0
9,55,0,Germany,2,0
17,71,1,Unknown,44,1
9,108,0,Germany,10,0
16,70,0,India,11,0
20,49,0,India,14,0
10,52,0,India,1,0
15,93,1,India,17,0
13,16,0,India,8,0
11,111,0,India,13,0
10,22,0,Germany,8,0
10,20,0,India,7,0
13,17,0,India,13,0
9,22,0,India,5,0
9,47,0,India,18,0
16,113,0,India,18,0
14,102,0,Germany,5,0
17,113,0,Germany,17,0
12,103,0,Germany,18,0
17,463,1,China,38,1
12,69,0,India,13,0
16,56,0,India,3,0
10,72,0,India,12,0
15,16,0,India,10,0
15,27,0,India,10,0
20,102,0,India,7,0
14,47,0,Germany,18,0
20,94,1,India,6,0
9,39,0,India,19,0
15,21,0,India,10,0
12,216,1,USA,27,1
12,62,0,India,17,0
10,46,0,Germany,9,0
9,78,0,India,18,0
15,71,0,India,12,0
15,61,0,India,14,0
18,405,1,Unknown,64,1
13,58,0,India,19,0
10,69,0,Germany,13,0
11,47,1,India,19,0
9,5,0,India,12,0
13,78,0,Germany,3,0
9,68,0,India,19,0
13,48,0,India,14,0
16,108,0,India,15,0
10,68,0,India,1,0
14,88,0,India,19,0
14,112,0,Germany,18,0
17,7,0,Germany,9,0
20,71,0,India,15,0
14,395,1,Russia,67,1
12,76,0,Germany,18,0
17,48,0,India,1,0
17,14,0,Germany,8,0
20,7,0,Germany,2,0
9,43,0,Germany,13,0
11,28,0,Germany,8,0
9,73,0,India,11,0
22,341,1,Russia,63,1
23,469,0,India,29,1
12,336,1,Unknown,73,1
15,94,0,India,15,0
14,48,0,India,13,0
2,314,1,Unknown,95,1
20,114,0,India,9,0
10,59,0,Germany,14,0
11,90,0,Germany,12,0
20,37,0,Germany,5,0
12,105,0,Germany,18,0
15,85,0,Germany,9,0
5,127,1,India,32,1
13,481,1,India,80,1
12,39,0,India,6,0
11,109,0,India,19,0
14,64,0,India,13,0
7,393,1,Russia,38,1
15,63,0,India,3,0
17,105,0,India,16,0
13,97,0,India,11,0
12,84,0,Germany,4,0
10,112,1,Germany,18,0
14,45,0,India,19,0
12,43,1,India,12,0
20,111,0,India,8,0
10,44,0,India,10,0
13,20,0,Germany,2,0
14,50,0,India,13,0
12,21,0,Germany,14,0
9,42,0,India,4,0
15,15,0,India,3,0
16,93,0,India,15,0
18,137,1,USA,96,1
14,31,0,India,3,0
12,59,0,India,11,0
10,63,1,India,7,0
16,25,0,India,15,0
10,8,1,India,18,0
15,356,1,USA,61,1
14,115,0,India,19,0
20,102,0,India,17,0
20,93,0,Germany,12,0
10,119,0,India,17,0
10,107,0,India,5,0
14,43,0,India,7,0
18,372,1,Russia,83,1
11,109,0,India,6,0
10,62,0,India,16,0
12,103,0,Germany,7,0
17,105,0,India,3,0
15,289,0,USA,71,1
11,91,0,Germany,17,0
16,55,0,India,16,0
15,105,0,India,16,0
12,44,0,Germany,16,0
16,36,1,India,2,0
10,102,0,India,12,0
10,42,0,India,5,0
12,30,0,India,6,0
14,63,0,India,4,0
16,26,0,India,19,0
12,57,0,India,11,0
9,113,0,India,3,0
10,103,0,Germany,15,0
16,116,0,India,14,0
11,16,0,India,14,0
8,315,1,USA,58,1
14,92,1,India,1,0
16,112,1,India,1,0
16,63,1,India,1,0
11,12,0,Germany,18,0
13,62,0,India,8,0
20,70,0,India,10,0
15,84,1,India,19,0
20,93,0,Germany,10,0
10,32,0,Germany,12,0
10,83,1,USA,94,1
10,105,0,India,6,0
11,15,1,Germany,8,0
15,96,1,India,5,0
11,71,0,India,15,0
17,17,0,India,10,0
13,51,0,India,5,0
10,21,0,India,3,0
13,22,0,India,12,0
12,84,0,India,3,0
17,59,0,India,11,0
11,32,0,India,5,0
9,98,0,India,10,0
11,7,0,Germany,8,0
14,85,1,India,19,0
16,96,0,India,16,0
13,201,1,China,82,1
12,49,0,Germany,13,0
16,103,0,India,2,0
20,102,0,India,7,0
13,113,0,India,8,0
8,403,1,USA,74,1
16,106,0,India,5,0
10,20,1,India,18,0
20,79,1,India,11,0
15,31,0,India,7,0
14,119,0,India,18,0
8,415,0,Unknown,61,1
14,97,0,Germany,16,0
14,5,0,India,10,0
17,61,0,Germany,14,0
18,369,1,India,57,1
11,113,0,India,15,0
17,23,0,India,2,0
10,35,0,Germany,15,0
13,66,0,India,6,0
11,16,1,India,5,0
20,85,0,India,12,0
17,40,1,India,4,0
11,73,0,India,5,0
16,55,1,Germany,7,0
10,66,0,India,13,0
15,66,0,Germany,11,0
15,95,0,India,14,0
9,11,0,India,4,0
16,115,0,India,7,0
17,90,0,India,17,0
11,107,0,India,18,0
15,65,1,Germany,6,0
6,152,1,Unknown,48,1
17,108,0,Germany,18,0
12,87,1,Germany,9,0
5,230,1,India,50,1
17,46,1,India,11,0
9,80,0,India,1,0
13,26,0,India,12,0
17,82,0,India,12,0
12,24,1,India,13,0
17,20,0,Germany,19,0
20,84,0,India,2,0
11,109,0,India,5,0
12,16,0,India,10,0
10,7,0,India,13,0
20,68,0,India,1,0
16,15,1,India,7,0
20,114,0,India,4,0
9,82,0,India,11,0
11,80,0,India,7,0
17,82,0,Germany,2,0
16,55,0,Germany,19,0
17,62,0,India,7,0
10,55,1,India,7,0
16,59,0,India,13,0
17,43,0,India,17,0
20,88,1,India,11,0
10,84,0,India,7,0
10,31,0,India,11,0
17,37,0,India,16,0
11,45,0,India,2,0
9,46,0,India,8,0
17,71,0,India,5,0
17,76,0,Germany,12,0
15,110,0,India,13,0
13,111,1,India,19,0
15,70,0,India,17,0
9,57,1,India,15,0
17,66,1,India,18,0
7,434,0,Unknown,23,1
13,106,0,India,7,0
16,45,0,Germany,11,0
11,97,0,India,8,0
13,96,0,India,11,0
11,22,0,India,3,0
17,30,0,India,19,0
17,26,0,Germany,13,0
17,53,0,India,17,0
16,100,0,India,15,0
15,60,0,India,6,0
16,24,0,India,19,0
17,38,0,India,6,0
9,113,0,India,3,0
22,302,0,India,79,1
12,105,0,India,9,0
9,63,0,India,2,0
10,119,1,India,2,0
13,43,1,India,2,0
19,212,1,India,73,1
13,57,0,India,4,0
12,113,0,India,2,0
14,9,0,India,12,0
4,190,1,China,66,1
11,68,0,Germany,6,0
17,56,0,India,1,0
12,85,0,India,6,0
10,110,0,India,19,0
15,321,1,China,56,1
10,45,0,India,6,0
7,344,1,USA,68,1
16,33,0,India,14,0
9,111,0,India,14,0
15,30,0,Germany,4,0
17,97,0,India,18,0
9,118,0,India,13,0
15,45,0,Germany,6,0
18,228,0,USA,82,1
13,28,1,India,14,0
10,16,0,Germany,5,0
11,24,0,Germany,19,0
17,25,0,India,1,0
12,68,1,India,3,0
17,98,0,India,12,0
20,36,0,India,9,0
14,46,0,India,16,0
10,29,0,India,1,0
10,9,0,India,11,0
22,389,1,Unknown,76,1
15,56,0,India,3,0
9,95,0,India,15,0
10,21,0,India,15,0
12,96,0,India,14,0
12,117,0,India,3,0
17,113,0,India,8,0
11,84,0,Germany,13,0
15,79,0,India,6,0
13,143,1,India,81,1
12,9,1,Germany,10,0
9,95,0,India,18,0
16,11,0,India,16,0
15,19,0,Germany,13,0
10,95,0,India,14,0
15,72,0,Germany,3,0
13,52,0,Germany,15,0
20,61,0,India,7,0
14,106,0,Germany,2,0
13,115,0,India,1,0
15,7,0,Germany,5,0
19,52,1,China,35,1
9,51,0,India,10,0
15,94,0,India,18,0
10,70,0,India,15,0
16,31,0,India,11,0
10,82,1,India,9,0
11,69,0,India,15,0
9,36,0,Germany,2,0
11,83,0,China,81,1
12,22,0,India,16,0
15,54,0,Germany,3,0
11,15,0,Germany,5,0
11,99,0,Germany,19,0
20,25,0,India,8,0
13,32,0,India,8,0
16,6,0,India,5,0
14,26,1,India,13,0
20,111,0,India,9,0
16,32,0,India,4,0
2,165,1,USA,33,1
11,37,0,Germany,10,0
20,86,1,India,12,0
20,29,0,India,3,0
20,111,0,India,9,0
14,119,0,India,9,0
11,23,1,India,17,0
14,69,0,India,18,0
13,34,0,India,10,0
15,107,0,India,4,0
16,116,0,India,17,0
15,89,0,India,15,0
14,8,0,India,10,0
11,114,0,India,18,0
5,145,1,Unknown,47,1
13,5,0,Germany,8,0
16,143,1,USA,82,1
16,29,0,India,2,0
15,35,0,India,11,0
11,107,0,India,14,0
16,40,0,Germany,14,0
11,23,0,India,1,0
17,53,0,Germany,18,0
9,216,1,India,58,1
13,61,1,USA,62,1
11,14,0,India,12,0
12,90,0,Germany,15,0
10,104,0,India,12,0
9,113,0,India,7,0
9,63,0,Germany,8,0
10,77,1,India,15,0
14,10,0,Germany,3,0
15,95,0,India,19,0
13,25,0,Germany,1,0
14,71,0,India,10,0
10,63,0,India,19,0
15,119,0,India,15,0
15,32,0,India,19,0
14,115,0,India,1,0
12,63,0,India,8,0
11,117,0,India,4,0
13,41,0,India,11,0
16,90,0,India,3,0
14,80,0,India,9,0
10,436,0,India,78,1
16,454,0,Russia,38,1
9,114,0,Germany,2,0
17,70,0,India,18,0
20,11,0,India,6,0
20,48,1,India,15,0
15,27,0,India,10,0
12,101,0,India,17,0
15,487,1,India,83,1
10,108,0,Germany,18,0
20,50,0,India,16,0
10,117,0,India,7,0
10,49,1,India,6,0
16,83,0,Germany,8,0
12,37,0,India,16,0
14,88,0,India,13,0
11,117,0,India,14,0
14,451,1,Unknown,21,1
12,56,0,India,16,0
7,409,1,India,59,1
11,76,0,India,7,0
14,122,1,China,67,1
10,115,0,India,4,0
10,71,0,Germany,5,0
12,80,1,Unknown,34,1
17,9,0,India,2,0
17,63,0,India,4,0
17,7,0,India,2,0
9,103,0,India,16,0
10,11,0,India,3,0
15,50,0,India,15,0
9,94,0,Germany,19,0
11,112,0,Germany,3,0
12,82,0,India,19,0
12,30,0,India,11,0
11,25,0,India,1,0
17,22,0,India,8,0
4,438,1,Russia,38,1
16,25,0,Germany,18,0
16,71,0,India,9,0
12,72,1,India,58,1
9,59,0,India,5,0
16,71,0,India,7,0
10,29,0,Germany,7,0
9,103,0,Germany,16,0
15,20,0,Germany,8,0
5,198,1,USA,45,1
15,39,0,India,5,0
13,67,0,India,3,0
11,11,0,Germany,1,0
5,293,1,USA,57,1
7,203,1,USA,47,1
20,442,0,India,34,1
16,105,0,India,2,0
12,118,0,India,6,0
12,96,0,India,2,0
10,45,0,Germany,15,0
12,26,0,Germany,19,0
9,43,0,India,4,0
16,64,0,India,19,0
15,49,0,Germany,2,0
12,69,0,India,1,0
9,46,0,India,3,0
14,49,0,India,11,0
13,65,0,India,19,0
9,21,1,India,14,0
14,55,0,India,8,0
13,51,0,India,17,0
13,50,0,India,12,0
15,83,0,Germany,10,0
9,40,0,India,8,0
20,59,0,India,9,0
17,60,0,India,6,0
15,42,0,India,6,0
16,118,0,Germany,15,0
16,76,0,India,17,0
17,16,0,Germany,11,0
20,61,0,Germany,1,0
15,91,0,India,9,0
12,495,1,India,35,1
18,425,1,Russia,57,1
20,110,0,Germany,11,0
20,13,0,India,2,0
15,62,0,India,1,0
8,252,1,China,80,1
9,90,0,India,7,0
9,17,0,India,11,0
14,116,0,India,5,0
21,344,1,China,48,1
20,21,0,India,19,0
10,17,0,India,16,0
17,33,0,India,7,0
14,158,1,USA,29,1
9,116,0,India,19,0
15,17,0,India,1,0
20,9,0,India,11,0
10,77,0,India,1,0
9,103,0,India,4,0
13,86,0,India,17,0
9,98,1,USA,84,1
12,23,0,Germany,18,0
9,316,1,India,81,1
17,61,0,Germany,13,0
17,5,0,India,12,0
14,96,0,India,9,0
15,100,0,India,18,0
16,50,0,Germany,5,0
20,103,0,Germany,1,0
16,117,0,Germany,17,0
9,5,0,India,13,0
10,89,0,Germany,6,0
13,63,0,India,16,0
9,40,0,Germany,2,0
16,86,0,Germany,19,0
17,110,0,India,3,0
14,34,0,India,8,0
13,34,0,India,1,0
11,91,0,India,2,0
9,96,0,India,19,0
18,329,1,Russia,47,1
22,117,1,India,84,1
19,244,1,China,97,1
20,52,0,India,19,0
10,125,1,USA,40,1
12,97,0,India,18,0
20,113,0,India,9,0
8,264,0,China,42,1
11,51,0,Germany,14,0
13,72,0,India,14,0
20,94,0,India,4,0
11,57,1,China,88,1
14,109,0,India,12,0
10,19,0,India,5,0
17,102,0,India,2,0
9,61,0,Germany,11,0
19,219,1,India,92,1
9,45,0,India,11,0
12,52,0,India,5,0
14,55,0,India,8,0
15,32,0,India,17,0
17,44,0,India,7,0
3,495,0,India,95,1
17,43,0,Germany,1,0
15,26,0,India,9,0
11,5,0,India,16,0
10,115,0,India,19,0
12,109,0,Germany,7,0
20,29,0,India,6,0
11,64,1,Germany,12,0
14,40,0,India,13,0
15,103,0,Germany,7,0
13,110,0,India,17,0
12,37,0,India,16,0
12,491,1,Russia,85,1
17,67,0,India,16,0
22,216,0,Unknown,33,1
16,79,0,India,6,0
14,54,0,Germany,3,0
14,23,0,India,13,0
15,11,0,Germany,8,0
17,17,1,India,2,0
12,54,0,Germany,7,0
12,89,0,Germany,11,0
14,41,1,Germany,11,0
14,380,1,India,31,1
14,48,0,India,6,0
15,99,0,India,13,0
13,97,0,Germany,4,0
13,118,1,India,18,0
20,116,0,Germany,17,0
13,62,0,Germany,19,0
13,10,0,India,18,0
10,71,0,India,4,0
15,104,0,India,15,0
21,75,0,India,57,1
14,117,0,India,19,0
11,25,0,Germany,3,0
17,51,0,Germany,5,0
13,90,0,Germany,10,0
21,153,1,Unknown,73,1
14,27,0,India,10,0
15,105,0,India,8,0
12,257,1,India,43,1
10,58,0,India,9,0
6,260,1,Unknown,83,1
13,12,0,India,3,0
13,15,0,India,3,0
16,16,0,India,17,0
10,42,0,India,9,0
13,8,0,India,19,0
17,26,0,India,12,0
16,115,0,India,12,0
11,39,0,India,15,0
10,23,1,India,10,0
9,113,0,India,8,0
10,93,0,India,10,0
13,87,0,India,2,0
12,116,0,India,15,0
20,18,0,India,15,0
9,6,0,India,5,0
22,198,1,Russia,31,1
10,11,0,India,19,0
17,89,0,India,3,0
17,141,1,India,70,1
10,82,0,Germany,19,0
13,58,1,USA,40,1
11,91,1,India,2,0
14,41,0,Germany,2,0
20,36,0,India,17,0
11,112,0,India,9,0
17,7,1,India,10,0
14,30,0,Germany,8,0
17,64,0,India,4,0
12,23,0,India,3,0
9,75,0,India,19,0
13,47,0,India,14,0
14,101,1,India,1,0
17,69,1,India,53,1
20,449,1,USA,47,1
15,53,0,Germany,8,0
13,58,0,Germany,3,0
12,93,0,India,7,0
13,111,0,Germany,16,0
12,73,0,Germany,10,0
5,297,1,Russia,32,1
13,31,0,Germany,13,0
15,17,0,India,14,0
10,114,1,Russia,20,1
14,262,1,Unknown,75,1
7,428,1,Unknown,97,1
16,56,0,India,8,0
13,108,0,India,19,0
10,105,0,Germany,8,0
12,84,1,Germany,8,0
10,94,0,India,9,0
12,22,0,India,6,0
13,99,0,India,5,0
14,79,1,India,19,0
13,82,0,India,19,0
15,118,1,Germany,4,0
11,40,0,India,2,0
15,62,0,India,12,0
11,15,0,India,13,0
16,96,0,India,6,0
9,12,1,India,9,0
13,104,0,Germany,16,0
11,106,0,India,6,0
17,21,0,India,6,0
14,70,0,India,6,0
17,79,0,India,6,0
16,23,0,Germany,1,0
20,50,0,India,3,0
23,277,1,China,65,1
2,285,0,Unknown,36,1
13,75,0,India,2,0
14,89,0,India,10,0
17,89,0,India,2,0
10,59,0,Germany,6,0
10,31,0,India,4,0
17,26,0,Germany,18,0
20,43,0,India,12,0
20,23,0,India,5,0
16,71,0,India,2,0
11,72,0,India,11,0
16,31,0,India,8,0
12,119,0,Germany,15,0
11,64,1,Russia,42,1
9,49,0,Germany,5,0
9,16,1,India,8,0
11,417,1,China,46,1
9,19,0,India,12,0
9,49,0,India,9,0
11,145,1,Unknown,37,1
12,86,0,India,12,0
15,26,0,India,1,0
12,80,0,Germany,1,0
14,104,0,India,17,0
14,86,0,Germany,1,0
17,64,0,India,10,0
11,70,0,India,3,0
12,402,1,India,47,1
18,311,0,USA,30,1
14,113,0,Germany,2,0
9,116,0,India,3,0
15,25,0,Germany,14,0
9,91,0,India,17,0
15,18,0,India,12,0
20,51,0,Germany,6,0
13,84,0,India,5,0
11,95,1,Germany,5,0
20,348,1,China,40,1
12,30,0,India,11,0
14,57,0,India,11,0
11,22,0,India,17,0
14,62,0,India,18,0
14,6,0,India,15,0
20,35,0,India,10,0
0,115,1,Russia,93,1
0,427,1,USA,92,1
17,40,0,India,8,0
20,38,0,India,18,0
1,279,1,India,62,1
17,196,1,Russia,30,1
14,48,0,India,6,0
16,108,0,Germany,18,0
15,46,0,India,2,0
13,71,0,India,18,0
14,115,0,India,1,0
15,19,0,India,15,0
12,74,0,India,1,0
17,89,1,India,17,0
15,76,0,India,5,0
16,11,0,India,14,0
11,79,0,India,15,0
13,63,1,India,5,0
13,48,0,India,12,0
5,302,1,China,84,1
11,88,0,India,2,0
12,26,0,India,17,0
12,90,0,India,10,0
16,19,0,India,6,0
6,203,1,India,38,1
11,23,0,India,17,0
18,491,0,China,52,1
20,96,1,India,15,0
11,106,0,India,15,0
17,24,0,Germany,7,0
9,87,0,India,15,0
16,112,1,India,16,0
17,47,0,India,19,0
17,84,0,India,7,0
17,50,0,India,18,0
0,498,1,India,84,1
6,102,1,USA,75,1
9,92,0,India,5,0
16,66,0,India,15,0
15,35,0,India,18,0
16,277,1,China,51,1
13,50,0,Germany,18,0
13,94,0,India,15,0
14,88,1,India,17,0
11,373,1,Unknown,42,1
10,70,0,India,18,0
7,59,1,India,86,1
10,73,0,Germany,17,0
16,22,0,Germany,17,0
16,51,0,India,1,0
12,96,0,Germany,18,0
17,56,1,India,1,0
18,201,1,Russia,30,1
15,12,0,Germany,16,0
14,118,0,India,12,0
16,63,0,India,7,0
17,43,0,India,2,0
17,59,0,India,19,0
9,27,0,India,7,0
17,253,0,Unknown,58,1
16,23,0,India,5,0
16,11,0,India,3,0
6,376,1,China,86,1
15,78,0,India,3,0
15,96,0,Germany,6,0
20,14,0,India,4,0
17,97,0,India,7,0
14,79,0,India,6,0
12,117,0,Germany,3,0
11,340,1,Unknown,50,1
12,86,0,India,2,0
14,45,1,India,16,0
17,49,0,India,18,0
14,94,0,Germany,14,0
14,52,0,Germany,9,0
12,85,1,Germany,2,0
12,51,1,India,19,0
